No.	Name	Chromosome No./Scaffold Id	BLAST (UniRef)	Gene ontology		
12276	KWMTBOMO12276	Bomo_Chr20	PREDICTED:_rhophilin-2-B-like_isoform_X3_[Plutella_xylostella]	GO:0005515	F	protein binding
	2292 bp			GO:0007165	P	signal transduction
12277	KWMTBOMO12277	Bomo_Chr20	PREDICTED:_S-adenosylmethionine_mitochondrial_carrier_protein_homolog_[Plutella_xylostella]			
	855 bp					
12278	KWMTBOMO12278	Bomo_Chr20	PREDICTED:_cilia-_and_flagella-associated_protein_45_[Papilio_xuthus]			
	729 bp					
12279	KWMTBOMO12279	Bomo_Chr20	PREDICTED:_cilia-_and_flagella-associated_protein_45_isoform_X2_[Bombyx_mori]			
	828 bp					
12280	KWMTBOMO12280	Bomo_Chr20	PREDICTED:_activin_receptor_type-1_[Amyelois_transitella]	GO:0004675	F	transmembrane receptor protein serine/threonine kinase activity
	1701 bp			GO:0016020	C	membrane
				GO:0004672	F	protein kinase activity
				GO:0005524	F	ATP binding
				GO:0006468	P	protein amino acid phosphorylation
12281	KWMTBOMO12281	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC101738843_isoform_X1_[Bombyx_mori]			
	825 bp					
12282	KWMTBOMO12282	Bomo_Chr20	beta-tubulin_[Bombyx_mori]	GO:0005874	C	microtubule
	1320 bp			GO:0007017	P	microtubule-based process
				GO:0003924	F	GTPase activity
				GO:0005525	F	GTP binding
				GO:0005200	F	structural constituent of cytoskeleton
12283	KWMTBOMO12283	Bomo_Chr20	T18197_reverse_transcriptase-like_protein_-_silkworm			
	675 bp					
12284	KWMTBOMO12284	Bomo_Chr20	uridine_5'-monophosphate_synthase_[Danaus_plexippus]	GO:0004588	F	orotate phosphoribosyltransferase activity
	627 bp			GO:0006221	P	pyrimidine nucleotide biosynthetic process
				GO:0009116	P	nucleoside metabolic process
12285	KWMTBOMO12285	Bomo_Chr20	reverse_transcriptase_[Bombyx_mori]	GO:0003924	F	GTPase activity
	5523 bp			GO:0005874	C	microtubule
				GO:0007017	P	microtubule-based process
				GO:0005200	F	structural constituent of cytoskeleton
				GO:0005525	F	GTP binding
12286	KWMTBOMO12286	Bomo_Chr20	beta-tubulin_[Bombyx_mori]	GO:0005200	F	structural constituent of cytoskeleton
	1344 bp			GO:0005525	F	GTP binding
				GO:0005874	C	microtubule
				GO:0007017	P	microtubule-based process
				GO:0003924	F	GTPase activity
12287	KWMTBOMO12287	Bomo_Chr20	ribosomal_protein_S20_[Bombyx_mori]	GO:0003735	F	structural constituent of ribosome
	372 bp			GO:0005840	C	ribosome
				GO:0006412	P	translation
				GO:0015935	C	small ribosomal subunit
12288	KWMTBOMO12288	Bomo_Chr20	PREDICTED:_trafficking_protein_particle_complex_subunit_2-like_protein_[Papilio_polytes]	GO:0006810	P	transport
	468 bp			GO:0030008	C	TRAPP complex
				GO:0005622	C	intracellular
				GO:0006888	P	ER to Golgi vesicle-mediated transport
12289	KWMTBOMO12289	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106102797_[Papilio_polytes]			
	711 bp					
12290	KWMTBOMO12290	Bomo_Chr20	PREDICTED:_oxidative_stress-induced_growth_inhibitor_1-like_[Amyelois_transitella]	GO:0016491	F	oxidoreductase activity
	639 bp					
12291	KWMTBOMO12291	Bomo_Chr20	PREDICTED:_ubiquitin-conjugating_enzyme_E2_T-like_[Papilio_polytes]			
	471 bp					
12292	KWMTBOMO12292	Bomo_Chr20	PREDICTED:_kxDL_motif-containing_protein_CG10681_[Amyelois_transitella]			
	624 bp					
12293	KWMTBOMO12293	Bomo_Chr20	seminal_fluid_protein_38_[Bombyx_mori]			
	1038 bp					
12294	KWMTBOMO12294	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC105841613_[Bombyx_mori]			
	507 bp					
12295	KWMTBOMO12295	Bomo_Chr20	PREDICTED:_protein_CBFA2T1_[Bombyx_mori]			
	219 bp					
12296	KWMTBOMO12296	Bomo_Chr20	PREDICTED:_protein_CBFA2T1_[Bombyx_mori]	GO:0003714	F	transcription corepressor activity
	1497 bp			GO:0045892	P	"negative regulation of transcription, DNA-dependent"
				GO:0003700	F	transcription factor activity
				GO:0006355	P	"regulation of transcription, DNA-dependent"
12297	KWMTBOMO12297	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC101745010_[Bombyx_mori]			
	2622 bp					
12298	KWMTBOMO12298	Bomo_Chr20	uncharacterized_protein_LOC106102885_precursor_[Papilio_polytes]			
	369 bp					
12299	KWMTBOMO12299	Bomo_Chr20	PREDICTED:_nucleolar_protein_9_isoform_X1_[Amyelois_transitella]	GO:0003723	F	RNA binding
	1956 bp			GO:0005488	F	binding
12300	KWMTBOMO12300	Bomo_Chr20	PREDICTED:_protein_4.1-like_[Bombyx_mori]	GO:0005737	C	cytoplasm
	645 bp			GO:0008092	F	cytoskeletal protein binding
				GO:0019898	C	extrinsic to membrane
				GO:0005856	C	cytoskeleton
12301	KWMTBOMO12301	Bomo_Chr20	PREDICTED:_protein_4.1-like_[Bombyx_mori]	GO:0005856	C	cytoskeleton
	255 bp					
12302	KWMTBOMO12302	Bomo_Chr20	reverse_transcriptase_[Bombyx_mori]			
	3711 bp					
12303	KWMTBOMO12303	Bomo_Chr20	putative_lipase_[Bombyx_mori]			
	618 bp					
12304	KWMTBOMO12304	Bomo_Chr20	PREDICTED:_protein_4.1_homolog_[Papilio_xuthus]	GO:0003779	F	actin binding
	7698 bp			GO:0005198	F	structural molecule activity
				GO:0005856	C	cytoskeleton
12305	KWMTBOMO12305	Bomo_Chr20	putative_coracle_[Danaus_plexippus]	GO:0005856	C	cytoskeleton
	2808 bp			GO:0005737	C	cytoplasm
				GO:0008092	F	cytoskeletal protein binding
				GO:0019898	C	extrinsic to membrane
12306	KWMTBOMO12306	Bomo_Chr20	PREDICTED:_vacuolar_protein_sorting-associated_protein_28_homolog_[Bombyx_mori]			
	633 bp					
12307	KWMTBOMO12307	Bomo_Chr20	PREDICTED:_XK-related_protein_6_[Papilio_xuthus]	GO:0016021	C	integral to membrane
	1194 bp					
12308	KWMTBOMO12308	Bomo_Chr20	PREDICTED:_actin-related_protein_8_[Papilio_xuthus]			
	1692 bp					
12309	KWMTBOMO12309	Bomo_Chr20	PREDICTED:_syntaxin-16_[Bombyx_mori]	GO:0005515	F	protein binding
	1023 bp			GO:0005484	F	SNAP receptor activity
				GO:0006886	P	intracellular protein transport
				GO:0016020	C	membrane
				GO:0016192	P	vesicle-mediated transport
12310	KWMTBOMO12310	Bomo_Chr20	PREDICTED:_ubiquitin-conjugating_enzyme_E2_C_[Amyelois_transitella]			
	531 bp					
12311	KWMTBOMO12311	Bomo_Chr20	Protein_SDE2-like_protein_[Operophtera_brumata]			
	969 bp					
12312	KWMTBOMO12312	Bomo_Chr20	"PREDICTED:_beta-1,3-galactosyltransferase_1-like_[Bombyx_mori]"	GO:0006486	P	protein amino acid glycosylation
	1032 bp			GO:0008378	F	galactosyltransferase activity
				GO:0016020	C	membrane
12313	KWMTBOMO12313	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC101742592_[Bombyx_mori]			
	750 bp					
12314	KWMTBOMO12314	Bomo_Chr20	"Uncharacterized_protein_OBRU01_15686,_partial_[Operophtera_brumata]"			
	1749 bp					
12315	KWMTBOMO12315	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106140596_[Amyelois_transitella]			
	1974 bp					
12316	KWMTBOMO12316	Bomo_Chr20	"PREDICTED:_uncharacterized_protein_LOC101738394,_partial_[Bombyx_mori]"			
	2430 bp					
12317	KWMTBOMO12317	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106102902_[Papilio_polytes]	GO:0004623	F	phospholipase A2 activity
	1779 bp			GO:0006644	P	phospholipid metabolic process
				GO:0050482	P	arachidonic acid secretion
12318	KWMTBOMO12318	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC101738532_[Bombyx_mori]	GO:0005525	F	GTP binding
	1824 bp			GO:0007165	P	signal transduction
				GO:0016020	C	membrane
				GO:0007264	P	small GTPase mediated signal transduction
12319	KWMTBOMO12319	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106138993_[Amyelois_transitella]	GO:0004190	F	aspartic-type endopeptidase activity
	1464 bp			GO:0006508	P	proteolysis
				GO:0003676	F	nucleic acid binding
				GO:0008270	F	zinc ion binding
12320	KWMTBOMO12320	Bomo_Chr20	endonuclease-reverse_transcriptase_[Bombyx_mori]			
	438 bp					
12321	KWMTBOMO12321	Bomo_Chr20	PREDICTED:_lipase_1-like_[Bombyx_mori]	GO:0016788	F	"hydrolase activity, acting on ester bonds"
	1254 bp			GO:0006629	P	lipid metabolic process
12322	KWMTBOMO12322	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106720812_[Papilio_machaon]	GO:0004190	F	aspartic-type endopeptidase activity
	3435 bp			GO:0006508	P	proteolysis
12323	KWMTBOMO12323	Bomo_Chr20	endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori]			
	2964 bp					
12324	KWMTBOMO12324	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106140489_[Amyelois_transitella]			
	789 bp					
12325	KWMTBOMO12325	Bomo_Chr20	PREDICTED:_non-canonical_poly(A)_RNA_polymerase_PAPD5-like_[Bombyx_mori]			
	1659 bp					
12326	KWMTBOMO12326	Bomo_Chr20	PREDICTED:_uncharacterized_protein_LOC106710892_[Papilio_machaon]			
	1626 bp					
12327	KWMTBOMO12327	Bomo_Chr20	PREDICTED:_non-canonical_poly(A)_RNA_polymerase_PAPD5-like_[Bombyx_mori]	GO:0016779	F	nucleotidyltransferase activity
	552 bp					
12328	KWMTBOMO12328	Bomo_Chr20	PREDICTED:_DNA_ligase_1_[Amyelois_transitella]	GO:0003910	F	DNA ligase (ATP) activity
	2529 bp			GO:0006281	P	DNA repair
				GO:0006310	P	DNA recombination
				GO:0003677	F	DNA binding
				GO:0005524	F	ATP binding
				GO:0003909	F	DNA ligase activity
				GO:0051103	P	DNA ligation during DNA repair
12329	KWMTBOMO12329	Bomo_Chr20	PREDICTED:_neurogenic_locus_notch_homolog_protein_3-like_[Amyelois_transitella]	GO:0005515	F	protein binding
	657 bp					
12330	KWMTBOMO12330	Bomo_Chr20	hypothetical_protein_KGM_05660_[Danaus_plexippus]	GO:0005515	F	protein binding
	5415 bp			GO:0005044	F	scavenger receptor activity
				GO:0016020	C	membrane
				GO:0005509	F	calcium ion binding
12331	KWMTBOMO12331	Bomo_Chr20	hypothetical_protein_KGM_05659_[Danaus_plexippus]	GO:0005509	F	calcium ion binding
	7725 bp			GO:0005515	F	protein binding
12332	KWMTBOMO12332	Bomo_Chr20	putative_NADH_dehydrogenase_[Danaus_plexippus]	GO:0005739	C	mitochondrion
	306 bp			GO:0005747	C	mitochondrial respiratory chain complex I
12333	KWMTBOMO12333	Bomo_Chr20	mRNA_export_protein_[Bombyx_mori]	GO:0005515	F	protein binding
	1062 bp					
12334	KWMTBOMO12334	Bomo_Chr20	PREDICTED:_SOSS_complex_subunit_B_homolog_[Papilio_polytes]			
	483 bp					
12335	KWMTBOMO12335	Bomo_Chr20	putative_peptidase_[Bombyx_mori]	GO:0006508	P	proteolysis
	3738 bp			GO:0008234	F	cysteine-type peptidase activity
12336	KWMTBOMO12336	Bomo_Chr21	putative_defective_proboscis_extension_response_[Danaus_plexippus]	GO:0005515	F	protein binding
	309 bp					
12337	KWMTBOMO12337	Bomo_Chr21	gag-like_protein_[Bombyx_mori]			
	1629 bp					
12338	KWMTBOMO12338	Bomo_Chr21	reverse_transcriptase_[Bombyx_mori]			
	2700 bp					
12339	KWMTBOMO12339	Bomo_Chr21	PREDICTED:_transmembrane_and_immunoglobulin_domain-containing_protein_1-like_[Bombyx_mori]	GO:0005515	F	protein binding
	1995 bp					
12340	KWMTBOMO12340	Bomo_Chr21	reverse_transcriptase_[Bombyx_mori]			
	2694 bp					
12341	KWMTBOMO12341	Bomo_Chr21	PREDICTED:_uncharacterized_protein_K02A2.6-like_[Papilio_machaon]	GO:0003676	F	nucleic acid binding
	2742 bp			GO:0008270	F	zinc ion binding
				GO:0015074	P	DNA integration
12342	KWMTBOMO12342	Bomo_Chr21	cytochrome_P450_6AB4_[Bombyx_mori]	GO:0005506	F	iron ion binding
	1434 bp			GO:0016705	F	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
				GO:0020037	F	heme binding
12343	KWMTBOMO12343	Bomo_Chr21	PREDICTED:_LOW_QUALITY_PROTEIN:_cytochrome_P450_6B2-like_[Bombyx_mori]	GO:0005506	F	iron ion binding
	1143 bp			GO:0016705	F	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
				GO:0020037	F	heme binding
12344	KWMTBOMO12344	Bomo_Chr21	PREDICTED:_obscurin-like_[Amyelois_transitella]	GO:0005515	F	protein binding
	294 bp					
12345	KWMTBOMO12345	Bomo_Chr21	PREDICTED:_poly(U)-binding-splicing_factor_half_pint_[Bombyx_mori]	GO:0000166	F	nucleotide binding
	1776 bp			GO:0003676	F	nucleic acid binding
12346	KWMTBOMO12346	Bomo_Chr21	mitochondrial_inorganic_phosphate_carrier_[Bombyx_mori]			
	951 bp					
12347	KWMTBOMO12347	Bomo_Chr21	PREDICTED:_fibrillin-1-like_[Bombyx_mori]	GO:0005509	F	calcium ion binding
	9051 bp			GO:0005515	F	protein binding
12348	KWMTBOMO12348	Bomo_Chr21	PREDICTED:_snRNA-activating_protein_complex_subunit_3_[Papilio_machaon]			
	1590 bp					
12349	KWMTBOMO12349	Bomo_Chr21	PREDICTED:_immediate_early_response_3-interacting_protein_1-like_[Plutella_xylostella]			
	246 bp					
12350	KWMTBOMO12350	Bomo_Chr21	hypothetical_protein_KGM_08900_[Danaus_plexippus]	GO:0046872	F	metal ion binding
	3027 bp			GO:0003676	F	nucleic acid binding
				GO:0008270	F	zinc ion binding
12351	KWMTBOMO12351	Bomo_Chr21	PREDICTED:_poly(A)_RNA_polymerase_gld-2_homolog_A-like_isoform_X2_[Bombyx_mori]			
	1392 bp					
12352	KWMTBOMO12352	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC106136134_[Amyelois_transitella]			
	1590 bp					
12353	KWMTBOMO12353	Bomo_Chr21	PREDICTED:_chondroitin_sulfate_synthase_1_[Bombyx_mori]	GO:0016020	C	membrane
	786 bp			GO:0016757	F	"transferase activity, transferring glycosyl groups"
12354	KWMTBOMO12354	Bomo_Chr21	PREDICTED:_chondroitin_sulfate_synthase_1_[Bombyx_mori]	GO:0008376	F	acetylgalactosaminyltransferase activity
	498 bp			GO:0032580	C	Golgi cisterna membrane
12355	KWMTBOMO12355	Bomo_Chr21	PREDICTED:_chondroitin_sulfate_synthase_1_[Bombyx_mori]	GO:0008376	F	acetylgalactosaminyltransferase activity
	1410 bp			GO:0032580	C	Golgi cisterna membrane
12356	KWMTBOMO12356	Bomo_Chr21	cuticular_protein_glycine-rich_20_precursor_[Bombyx_mori]			
	480 bp					
12357	KWMTBOMO12357	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC101858236_[Aplysia_californica]	GO:0003677	F	DNA binding
	717 bp					
12358	KWMTBOMO12358	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC101741620_isoform_X1_[Bombyx_mori]	GO:0003677	F	DNA binding
	708 bp					
12359	KWMTBOMO12359	Bomo_Chr21	Uncharacterized_protein_OBRU01_08898_[Operophtera_brumata]			
	900 bp					
12360	KWMTBOMO12360	Bomo_Chr21	"hypothetical_protein_RR46_05681,_partial_[Papilio_xuthus]"			
	369 bp					
12361	KWMTBOMO12361	Bomo_Chr21	PREDICTED:_neither_inactivation_nor_afterpotential_protein_G_[Amyelois_transitella]	GO:0016614	F	"oxidoreductase activity, acting on CH-OH group of donors"
	1827 bp			GO:0050660	F	FAD binding
				GO:0016491	F	oxidoreductase activity
12362	KWMTBOMO12362	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC105392658_[Plutella_xylostella]			
	720 bp					
12363	KWMTBOMO12363	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC103572275_[Microplitis_demolitor]	GO:0000723	P	telomere maintenance
	2997 bp			GO:0003678	F	DNA helicase activity
				GO:0006281	P	DNA repair
12364	KWMTBOMO12364	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC105841531_isoform_X2_[Bombyx_mori]			
	657 bp					
12365	KWMTBOMO12365	Bomo_Chr21	PREDICTED:_zinc_transporter_ZIP3_[Amyelois_transitella]	GO:0016020	C	membrane
	915 bp			GO:0030001	P	metal ion transport
				GO:0046873	F	metal ion transmembrane transporter activity
12366	KWMTBOMO12366	Bomo_Chr21				
	267 bp					
12367	KWMTBOMO12367	Bomo_Chr21	PREDICTED:_probable_GPI-anchored_adhesin-like_protein_PGA55_[Bombyx_mori]	GO:0016311	P	dephosphorylation
	4755 bp			GO:0016791	F	phosphoric monoester hydrolase activity
				GO:0004725	F	protein tyrosine phosphatase activity
				GO:0006470	P	protein amino acid dephosphorylation
12368	KWMTBOMO12368	Bomo_Chr21	PREDICTED:_bumetanide-sensitive_sodium-(potassium)-chloride_cotransporter_[Bombyx_mori]	GO:0006810	P	transport
	2277 bp			GO:0016020	C	membrane
				GO:0005215	F	transporter activity
				GO:0006811	P	ion transport
12369	KWMTBOMO12369	Bomo_Chr21	PREDICTED:_bumetanide-sensitive_sodium-(potassium)-chloride_cotransporter_[Bombyx_mori]	GO:0006810	P	transport
	1227 bp			GO:0016020	C	membrane
12370	KWMTBOMO12370	Bomo_Chr21	PREDICTED:_arrestin_domain-containing_protein_2-like_[Bombyx_mori]			
	1584 bp					
12371	KWMTBOMO12371	Bomo_Chr21	hypothetical_protein_KGM_20219_[Danaus_plexippus]			
	1413 bp					
12372	KWMTBOMO12372	Bomo_Chr21	Serine/threonine-protein_kinase_RIO2_[Papilio_xuthus]	GO:0004674	F	protein serine/threonine kinase activity
	1521 bp			GO:0005524	F	ATP binding
				GO:0006468	P	protein amino acid phosphorylation
12373	KWMTBOMO12373	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC105841529_[Bombyx_mori]			
	495 bp					
12374	KWMTBOMO12374	Bomo_Chr21	hypothetical_protein_TcasGA2_TC032179_[Tribolium_castaneum]	GO:0008270	F	zinc ion binding
	2187 bp			GO:0016491	F	oxidoreductase activity
12375	KWMTBOMO12375	Bomo_Chr21	PREDICTED:_sorbitol_dehydrogenase_[Bombyx_mori]			
	618 bp					
12376	KWMTBOMO12376	Bomo_Chr21	PREDICTED:_Bloom_syndrome_protein_homolog_isoform_X1_[Bombyx_mori]			
	573 bp					
12377	KWMTBOMO12377	Bomo_Chr21	PREDICTED:_Bloom_syndrome_protein_homolog_isoform_X1_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	3174 bp			GO:0005524	F	ATP binding
				GO:0008026	F	ATP-dependent helicase activity
				GO:0006260	P	DNA replication
				GO:0006281	P	DNA repair
				GO:0043140	F	ATP-dependent 3'-5' DNA helicase activity
				GO:0006310	P	DNA recombination
12378	KWMTBOMO12378	Bomo_Chr21	PREDICTED:_mitochondrial_import_inner_membrane_translocase_subunit_TIM50-C-like_[Amyelois_transitella]			
	1161 bp					
12379	KWMTBOMO12379	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC106711509_[Papilio_machaon]	GO:0005515	F	protein binding
	1923 bp					
12380	KWMTBOMO12380	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC106138923_[Amyelois_transitella]			
	4932 bp					
12381	KWMTBOMO12381	Bomo_Chr21	PREDICTED:_ral_GTPase-activating_protein_subunit_beta-like_[Bombyx_mori]	GO:0005096	F	GTPase activator activity
	1215 bp			GO:0051056	P	regulation of small GTPase mediated signal transduction
12382	KWMTBOMO12382	Bomo_Chr21	PREDICTED:_ral_GTPase-activating_protein_subunit_beta-like_[Bombyx_mori]			
	1470 bp					
12383	KWMTBOMO12383	Bomo_Chr21	PREDICTED:_ral_GTPase-activating_protein_subunit_beta-like_[Bombyx_mori]			
	1497 bp					
12384	KWMTBOMO12384	Bomo_Chr21	endoplasmic_reticulum_protein_[Bombyx_mori]	GO:0005783	C	endoplasmic reticulum
	633 bp			GO:0006886	P	intracellular protein transport
				GO:0016021	C	integral to membrane
12385	KWMTBOMO12385	Bomo_Chr21	PREDICTED:_metaxin-1-like_[Amyelois_transitella]	GO:0005741	C	mitochondrial outer membrane
	954 bp			GO:0006626	P	protein targeting to mitochondrion
12386	KWMTBOMO12386	Bomo_Chr21	PREDICTED:_myotubularin-related_protein_10-A_[Bombyx_mori]			
	2079 bp					
12387	KWMTBOMO12387	Bomo_Chr21	PREDICTED:_E3_ubiquitin-protein_ligase_RNF126-B_isoform_X1_[Amyelois_transitella]	GO:0005515	F	protein binding
	981 bp			GO:0008270	F	zinc ion binding
12388	KWMTBOMO12388	Bomo_Chr21	PREDICTED:_RNA-binding_protein_MEX3D_[Papilio_machaon]	GO:0003723	F	RNA binding
	1122 bp			GO:0005515	F	protein binding
				GO:0008270	F	zinc ion binding
				GO:0003676	F	nucleic acid binding
12389	KWMTBOMO12389	Bomo_Chr21	coatomer_protein_complex_subunit_epsilon_[Bombyx_mori]	GO:0005515	F	protein binding
	909 bp			GO:0005198	F	structural molecule activity
				GO:0006890	P	"retrograde vesicle-mediated transport, Golgi to ER"
12390	KWMTBOMO12390	Bomo_Chr21	PREDICTED:_collagen_and_calcium-binding_EGF_domain-containing_protein_1-like_[Papilio_polytes]			
	324 bp					
12391	KWMTBOMO12391	Bomo_Chr21	PREDICTED:_collagen_and_calcium-binding_EGF_domain-containing_protein_1-like_[Papilio_machaon]	GO:0005509	F	calcium ion binding
	738 bp			GO:0005515	F	protein binding
12392	KWMTBOMO12392	Bomo_Chr21	reverse_transcriptase_[Bombyx_mori]			
	1968 bp					
12393	KWMTBOMO12393	Bomo_Chr21	"PREDICTED:_neuroendocrine_convertase_1-like,_partial_[Amyelois_transitella]"	GO:0004252	F	serine-type endopeptidase activity
	2157 bp			GO:0006508	P	proteolysis
12394	KWMTBOMO12394	Bomo_Chr21	PREDICTED:_clavesin-2-like_isoform_X1_[Papilio_polytes]	GO:0005215	F	transporter activity
	870 bp			GO:0005622	C	intracellular
				GO:0006810	P	transport
12395	KWMTBOMO12395	Bomo_Chr21	"CRAL-TRIO_domain-containing_protein,_partial_[Manduca_sexta]"			
	420 bp					
12396	KWMTBOMO12396	Bomo_Chr21	"CRAL-TRIO_domain-containing_protein,_partial_[Manduca_sexta]"	GO:0005215	F	transporter activity
	540 bp			GO:0005622	C	intracellular
				GO:0006810	P	transport
12397	KWMTBOMO12397	Bomo_Chr21	endonuclease-reverse_transcriptase_[Bombyx_mori]			
	699 bp					
12398	KWMTBOMO12398	Bomo_Chr21	PREDICTED:_ankyrin_repeat_domain-containing_protein_29-like_[Papilio_xuthus]	GO:0005515	F	protein binding
	933 bp					
12399	KWMTBOMO12399	Bomo_Chr21	Snake_venom_metalloprotease_inhibitor_02A10_[Toxocara_canis]			
	1080 bp					
12400	KWMTBOMO12400	Bomo_Chr21	PREDICTED:_hnRNPA/B-like_28_isoform_X1_[Bombyx_mori]			
	393 bp					
12401	KWMTBOMO12401	Bomo_Chr21	PREDICTED:_hnRNPA/B-like_28_isoform_X2_[Bombyx_mori]	GO:0003676	F	nucleic acid binding
	738 bp			GO:0000166	F	nucleotide binding
12402	KWMTBOMO12402	Bomo_Chr21	PREDICTED:_arrestin_domain-containing_protein_2-like_isoform_X1_[Bombyx_mori]			
	900 bp					
12403	KWMTBOMO12403	Bomo_Chr21	PREDICTED:_importin-11_[Bombyx_mori]	GO:0006886	P	intracellular protein transport
	2373 bp			GO:0008536	F	Ran GTPase binding
				GO:0005488	F	binding
12404	KWMTBOMO12404	Bomo_Chr21	PREDICTED:_importin-11_[Bombyx_mori]	GO:0005488	F	binding
	642 bp					
12405	KWMTBOMO12405	Bomo_Chr21	serine_protease_7_precursor_[Bombyx_mori]	GO:0004252	F	serine-type endopeptidase activity
	1194 bp			GO:0006508	P	proteolysis
12406	KWMTBOMO12406	Bomo_Chr21	PREDICTED:_serine_protease_snake-like_[Bombyx_mori]	GO:0004252	F	serine-type endopeptidase activity
	1146 bp			GO:0006508	P	proteolysis
12407	KWMTBOMO12407	Bomo_Chr21	PREDICTED:_uncharacterized_protein_LOC101742340_isoform_X2_[Bombyx_mori]	GO:0004252	F	serine-type endopeptidase activity
